,nombre_atrezzo,categoria_atrezzo,seccion_atrezzo,descripcion_atrezzo,largo,ancho,alto,imagen_atrezzo
26,ES2,Estufa,Dormitorio  ,Estantería de suelo de bambú,1,1,1,https://atrezzovazquez.es/admin/img_prod/ES2/ES2-1-720x540.png
27,EST2,Estatua,Calefaccion  ,Estufa salamandra hierro marrón,60,40,90,https://atrezzovazquez.es/admin/img_prod/EST2/EST2 720x540.png
28,ESTAT2,Galan de noche,Religioso  ,Estatua cartón Virgen con niño,60,40,140,https://atrezzovazquez.es/admin/img_prod/ESTAT2/ESTAT2-720x540.png
29,GN2,Aguamaniles,Dormitorio  ,Galan de noche pintado marrón,45,45,120,https://atrezzovazquez.es/admin/img_prod/GN2/GN2-1-720x540.png
30,AGU2,Animales disecados en panoplia,Dormitorio  ,Aguamanil loza crema filo azul,1,1,1,https://atrezzovazquez.es/admin/img_prod/AGU2/AGU2-720x540.png
31,ADP2,Fichero,,Cuernos de ciervo en panoplia madera,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADP2/ADP2-720x450.png
32,F2,Instrumentos musicales,Despacho  ,Fichero madera 5 cajones,53,55,133,https://atrezzovazquez.es/admin/img_prod/F2/F2-1-720x540.png
33,MUS2,Adornos,Musica  Piano  ,Piano de media cola figurado,155,108,95,https://atrezzovazquez.es/admin/img_prod/MUS2/MUS2-1-720x540.png
34,ADO2,Deporte,Salón  ,Adorno mesa rosa antiguo plateado,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADO2/ADO2-720x540.png
35,DPT2,Lámpara,Gimnasio  ,Cinta andadora mecánica,130,60,120,https://atrezzovazquez.es/admin/img_prod/DPT2/DPT2-720x540.png
36,LAM2,Artículos de fumador,Lámpara de mesa  Salón  ,Lámpara de mesa antigua escayola pintada,0,0,0,https://atrezzovazquez.es/admin/img_prod/LAM2/LAM2-720X540.png
37,FUM2,Aspiradoras,Cajas  ,Cajas para tabaco,1,1,1,https://atrezzovazquez.es/admin/img_prod/FUM2/FUM2-720x540.png
38,ASP2,Azulejos y platos de pared,Electrodomestico  ,Aspiradora antigua base triangular bolsa en barra,1,1,1,https://atrezzovazquez.es/admin/img_prod/ASP2/ASP2-720x540.png
39,AZP2,Bandejas,Decoración  ,Azulejo pared escena taurina marco forja hierro,1,1,1,https://atrezzovazquez.es/admin/img_prod/AZP2/AZP2-720x540.png
40,BAD2,Atrezzo de bar y cafetería,,Bandeja plateada grabada,1,1,1,https://atrezzovazquez.es/admin/img_prod/BAD2/BAD2-720x540.png
41,BYC2,Atrezzo colegio,Bar y cafetería  ,Sifón de cristal antiguo,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC2/BYC2-720x540.png
42,COL2,Atrezzo despacho,Colegio  ,Pizarrín antiguo,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL2/COL2-720x540.png
43,DES2,Moda y costura,Despacho  Escribanías y tinteros  ,Escribanía de viaje nogal cantoneras metal,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES2/DES2-720x540.png
44,CST2,Cementerio,Avíos de costura  ,Bastidor de coser grande antiguo,1,1,1,https://atrezzovazquez.es/admin/img_prod/CST2/CST2-720x540.png
45,CEM2,Chimenea,,Lápida de cementerio figurada piedra,52,19,101,https://atrezzovazquez.es/admin/img_prod/CEM2/CEM002-1-720x540.png
46,CHI2,Cristalería,,Avíos chimenea metal,1,1,1,https://atrezzovazquez.es/admin/img_prod/CHI2/CHI2-720x540.png
47,CRI2,otros,Bomboneras  ,Bomboneras cristal antiguas,1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI2/CRI2-720x540.png
0,MC2,Macetero,Jardín  ,Macetero hierro blanco para tres tiestos,50,50,95,https://atrezzovazquez.es/admin/img_prod/MC2/MC2-1-720x540.png
1,ME2,Mesilla,Dormitorio  Frances  ,Mesilla francesa con pinturas en el frente,0,0,0,https://atrezzovazquez.es/admin/img_prod/ME2/ME2-1-720x540.png
2,VET2,Ventilador,,Ventilador de mesa pequeño crema antiguo,1,1,1,https://atrezzovazquez.es/admin/img_prod/VET2/VET2-720x540.png
3,REL2,Reloj,Salón  ,Reloj de pìe forma guitarra figurado,58,25,225,https://atrezzovazquez.es/admin/img_prod/REL2/REL2-1-720x540.png
4,TEL2,Telefonía,,Teléfono de pared antiguo caja madera,0,0,0,https://atrezzovazquez.es/admin/img_prod/TEL2/TEL2-720x540.png
5,MYN2,Maletas y neceseres de viaje,Viaje  ,Maleta antigua crema cantoneras marrones,65,30,25,https://atrezzovazquez.es/admin/img_prod/MYN2/MYN2-720x540.png
6,MYC2,Maletines y carteras,,Bolsas de costado de nylon,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYC2/MYC2-720x540.png
7,LYR2,Libros y revistas,,Misales antiguos,0,0,0,https://atrezzovazquez.es/admin/img_prod/LYR2/LYR2-720x540.png
8,URN2,Urnas,,Urna antigua,0,0,0,https://atrezzovazquez.es/admin/img_prod/URN2/URN2-720x540.png
9,TOC2,Objetos de tocador,Tocador  ,Cajas de tocador de loza colores,0,0,0,https://atrezzovazquez.es/admin/img_prod/TOC2/TOC2-720x540.png
10,VAJ2,Vajilla,Comedor  ,Vajilla loza Flor de Lis (12 servicios),0,0,0,https://atrezzovazquez.es/admin/img_prod/VAJ2/VAJ2-720x540.png
11,JUG2,Juguetes,Juguete  ,Juego antiguo Batalla Naval con su caja,0,0,0,https://atrezzovazquez.es/admin/img_prod/JUG2/JUG2-720x540.png
12,JAR2,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarra cincelada antigua,0,0,0,https://atrezzovazquez.es/admin/img_prod/JAR2/JAR2-720x540.png
13,TYV2,Televisores y vídeos,Televisor  ,Televisión portátil crema sharp color (funcionando),45,33,31,https://atrezzovazquez.es/admin/img_prod/TYV2/TYV2-1-720x540.png
14,MYS2,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido  ,Altavoces caja madera frontal tela beige,27,19,48,https://atrezzovazquez.es/admin/img_prod/MYS2/MYS2-720x540.png
15,SOM2,Sombrereras,Viaje  ,Sombrerera antiguas de cuero,0,0,0,https://atrezzovazquez.es/admin/img_prod/SOM2/SOM2-720x540.png
16,TP2,Tapices y estandartes,Iglesia  Medieval  ,Tapiz pintado religioso Adán y Eva,205,0,230,https://atrezzovazquez.es/admin/img_prod/TP2/TP2-720x540.png
17,ML2,Librería,Despacho  Inglesa  ,LIBRERÍA DESPACHO INGLESA CAOBA 4 PUERTAS,213,45,177,https://atrezzovazquez.es/admin/img_prod/ML2/ML2-720x540.png
18,MED2,Atrezzo medicina,Hospital  Medicina  ,Instrumentos médicos quirúrgicos actuales,0,0,0,https://atrezzovazquez.es/admin/img_prod/MED2/MED2-720x540.png
19,HOS2,Hospitales,Hospital  Medicina  ,Banqueta hospital cuadrada chapa blanca,25,25,42,https://atrezzovazquez.es/admin/img_prod/HOS2/HOS2-1-720x540.png
20,VAA2,Atrezzo vario,Descatalogado  ,Descatalogado,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAA2/LOGOTIPO VAZQUEZ- 720x540.png
21,GRA2,Gramófonos y gramolas,Musica  ,Gramófono octogonal blanco con bocina blanca,0,0,0,https://atrezzovazquez.es/admin/img_prod/GRA2/GRA2-720x540.png
22,ARA2,Atrezzo Árabe,Arabe  ,Mesa árabe rectangular pintada,100,50,72,https://atrezzovazquez.es/admin/img_prod/ARA2/ARA2-1-720x540.png
23,SI2,Sillón,Isabelino  Salón  Sillería  ,Sillón isabelino limoncillo tapizado tela flores,65,55,95,https://atrezzovazquez.es/admin/img_prod/SI2/SI2-1-720x540.png
24,RAD2,Radios,,Radio antigua caja madera 3 mandos dial cuadrado,1,1,1,https://atrezzovazquez.es/admin/img_prod/RAD2/RAD2-720x540.png
25,JAM2,Jamuga,Navidad  ,Jamuga cabezas y garras dorada tapizada terciopelo rojo,110,60,145,https://atrezzovazquez.es/admin/img_prod/JAM2/JAM2-1-720x540.png
26,MV2,Muebles varios,Chifonier  ,Chifonier caoba marquetería flores,70,33,143,https://atrezzovazquez.es/admin/img_prod/MV2/MV2-1-720x540.png
27,JAU2,Jaula,,Jaula de barrotes de hierro con argollas techo,100,100,110,https://atrezzovazquez.es/admin/img_prod/JAU2/JAU2-1-720x540.png
28,JUE2,Juego,Casino  ,Mesa de ruleta caoba patas torneadas,400,115,80,https://atrezzovazquez.es/admin/img_prod/JUE2/JUE2-1-720x540.png
29,JU2,Juguetero,,Juguetero de roble con espejo,34,24,150,https://atrezzovazquez.es/admin/img_prod/JU2/JU2-1-720x540.png
30,SIL2,Silla,Isabelino  Sillería  ,Silla isabelina limoncillo tapizada tela flores,45,42,90,https://atrezzovazquez.es/admin/img_prod/SIL2/SIL2-1-720x540.png
31,LM2,Litera de mano,Edad media  ,Litera de transporte pintada,72,90,162,https://atrezzovazquez.es/admin/img_prod/LM2/LM2-1-720X540.png
32,MEC2,Mecedora,Curvado  ,Mecedora curvada tapizada terciopelo labrado,55,88,100,https://atrezzovazquez.es/admin/img_prod/MEC2/MEC2-720x540.png
33,MOS2,Mostrador,Tienda  ,Mostrador de tienda de nogal (se le puede añadir una parte más alta para elevarlo),150,50,90,https://atrezzovazquez.es/admin/img_prod/MOS2/MOS2-1-720x540.png
34,S2,Sofá,Isabelino  Salón  Sillería  ,Sofá isabelino limoncillo tapizado tela flores,160,60,100,https://atrezzovazquez.es/admin/img_prod/S2/S2-1-720x540.png
35,ILU2,Iluminación,,Cuadro de luz gris con 3 relojes,67,15,54,https://atrezzovazquez.es/admin/img_prod/ILU2/ILU2-720x540.png
36,PV2,Pie de vela,Candelero  Iglesia  Medieval  ,Hachero suelo de cuadradillo 1 luz,46,46,135,https://atrezzovazquez.es/admin/img_prod/PV2/PV2-720x540.png
37,SEC2,Secreter,Americano  Salón  ,Bureau americano de persiana,115,75,112,https://atrezzovazquez.es/admin/img_prod/SEC2/SEC2-1-720x540.png
38,VI2,Vitrina,Descatalogado  ,,0,0,0,https://atrezzovazquez.es/admin/img_prod/VI2/LOGOTIPO VAZQUEZ- 720x540.png
39,PEL2,Peluquería,Lavabo  ,Lavacabezas de peluquería loza crema con alcachofa ducha,50,60,35,https://atrezzovazquez.es/admin/img_prod/PEL2/PEL2-1-720x540.png
40,SR2,Silla de ruedas,Hospital  ,Silla de ruedas plegable con ruedas pequeñas,0,0,0,https://atrezzovazquez.es/admin/img_prod/SR2/SR2-1-720x540.png
41,PC2,Pizarra,Colegio  ,Pizarra de colegio marco madera oscuro,215,5,114,https://atrezzovazquez.es/admin/img_prod/PC2/PC2-720x540.png
42,BUZ2,Buzones,Portal  ,Bloque de 5 buzones de portal chapa pintados,119,8,30,https://atrezzovazquez.es/admin/img_prod/BUZ2/BUZ2-720x540.png
43,CAM2,Cámara fotos y vídeo,Cámaras de vídeo  ,Cámara de vídeo Hi 8 Sanyo con su funda,1,1,1,https://atrezzovazquez.es/admin/img_prod/CAM2/CAM2-720x540.png
44,JUZ2,Juzgado,Juzgados  ,Estrado juzgado madera tallado de 1 metro,100,73,87,https://atrezzovazquez.es/admin/img_prod/JUZ2/JUZ2-1-720x540.png
45,QIN2,Quinqués,,Quinqué bola cristal,1,1,1,https://atrezzovazquez.es/admin/img_prod/QIN2/QIN2-720x540.png
46,REV2,Revistero,Mimbre  ,Revistero de pared de mimbre,0,0,0,https://atrezzovazquez.es/admin/img_prod/REV2/REV2-720x540.png
47,MOU2,Mobiliario urbano,Calle  ,Cabeza de semáforo antigua de colgar,0,0,0,https://atrezzovazquez.es/admin/img_prod/MOU2/MOU2-720x540.png
0,PAP2,Papelera,,Papelera chapa roja,0,0,0,https://atrezzovazquez.es/admin/img_prod/PAP2/PAP2-720x540.png
1,FIG2,Figuras,Adorno  ,Figura de barro artesanía mujer,0,0,0,https://atrezzovazquez.es/admin/img_prod/FIG2/FIG2-720x540.png
2,PLA2,Playa,Hamaca  Jardín  ,Hamaca de madera reclinable con tela rayas,0,0,0,https://atrezzovazquez.es/admin/img_prod/PLA2/PLA2-1-720x540.png
3,REG2,Religión,Religioso  ,Adorno de mesa religioso,0,0,0,https://atrezzovazquez.es/admin/img_prod/REG2/REG2-720x540.png
4,RU2,Rural,Cantarera  Rústico  ,Cantarera de 4 frente recortado,140,38,60,https://atrezzovazquez.es/admin/img_prod/RU2/RU2-1-720x540.png
5,PAR2,Paragüero,,Paragüero metal,1,1,1,https://atrezzovazquez.es/admin/img_prod/PAR2/PAR2-720x540.png
6,GUA2,Guarnición,Imperio  ,Guarnición imperio mármol negro,0,0,0,https://atrezzovazquez.es/admin/img_prod/GUA2/GUA2-720x540.png
7,ALA3,Alacena,Cocina  Español  ,Alacena estilo español cuarterones tallados,108,30,175,https://atrezzovazquez.es/admin/img_prod/ALA3/ALA3-1-720x540.png
8,ALF3,Alfombra,Arabe  ,Alfombra persa azul y rojo con fleco,240,160,1,https://atrezzovazquez.es/admin/img_prod/ALF3/ALF3-720x540.png
9,AFC3,Alfombra de cama,Dormitorio  ,Alfombrín de cama marrón dibujos amarillos,130,70,1,https://atrezzovazquez.es/admin/img_prod/AFC3/AFC3-720x540.png
10,AP3,Aparador,Comedor  Estilo mil novecientos  ,Aparador 1900 con vitrina,154,60,265,https://atrezzovazquez.es/admin/img_prod/AP3/AP3-1-720x540.png
11,AST3,Atrezzo astronomia,,Telescopio figurado madera y metal con pie,1,1,1,https://atrezzovazquez.es/admin/img_prod/AST3/AST3-720x540.png
12,TOR3,Tortura,Carcel  ,"Cepo de tortura de madera para cabeza, pies y manos",160,40,160,https://atrezzovazquez.es/admin/img_prod/TOR3/TOR3-1-720x540.png
13,ARC3,Arcon,Rústico  ,Arqueta talla lisa antigua,100,38,48,https://atrezzovazquez.es/admin/img_prod/ARC3/ARC3-1-720x540.png
14,AR3,Armario,Dormitorio  Inglesa  ,Armario inglés caoba 2 puertas espejos ovalados,135,65,215,https://atrezzovazquez.es/admin/img_prod/AR3/AR3-720x540.png
15,ARM3,Armero,Militar  ,Armero para fusiles fondo rojo,125,24,163,https://atrezzovazquez.es/admin/img_prod/ARM3/ARM3-720x540.png
16,ATD3,Ataud,Egipcio  ,Ataúd sarcófago egipcio figurado,65,50,180,https://atrezzovazquez.es/admin/img_prod/ATD3/ATD3-1-720x540.png
17,ATR3,Atril,Religioso  ,Atril pino columna recta,50,50,115,https://atrezzovazquez.es/admin/img_prod/ATR3/ATR3-1-720x540.png
18,BL3,Balancin,Columpio  Juguete  ,Balancín de niño de madera,70,30,63,https://atrezzovazquez.es/admin/img_prod/BL3/BL3-1-720x540.png
19,BAC3,Banco,Juzgados  ,Banco de juzgado tapizado skay rojo,205,64,126,https://atrezzovazquez.es/admin/img_prod/BAC3/BAC3-1-720x540.png
20,BAN3,Banqueta,,Banqueta de pie a juego sillón SI189,46,40,19,https://atrezzovazquez.es/admin/img_prod/BAN3/BAN3-1-720x540.png
21,M3,Mesa,Jardín  ,Mesa de jardín forja blanca,80,80,75,https://atrezzovazquez.es/admin/img_prod/M3/M3-1-720x540.png
22,BA3,Baño,Bañera  ,Bañera acrílica patas niqueladas,176,80,85,https://atrezzovazquez.es/admin/img_prod/BA3/BA3-1-720x540.png
23,BAR3,Bargueño,Español  ,Bargueño arqueta estilo español tallada,95,42,133,https://atrezzovazquez.es/admin/img_prod/BAR3/BAR3-1-720x540.png
24,BRL3,Barril,Bar y cafetería  Rústico  ,Barril de madera pequeño,37,37,49,https://atrezzovazquez.es/admin/img_prod/BRL3/BRL3-1-720x540.png
25,BAS3,Bascula,Mercado  Tienda  ,Báscula de tienda de colgar,1,1,1,https://atrezzovazquez.es/admin/img_prod/BAS3/BAS3-720x540.png
26,BAU3,Baul,Americano  Viaje  ,Baúl armario americano azul pequeño,49,25,85,https://atrezzovazquez.es/admin/img_prod/BAU3/BAU3-1-720x540.png
27,BEB3,Bebé,Descatalogado  ,,0,0,0,https://atrezzovazquez.es/admin/img_prod/BEB3/LOGOTIPO VAZQUEZ- 720x540.png
28,PER3,Perchero,Recibidor  Forja  Jardín  ,Perchero pie forja hierro marrón,40,40,170,https://atrezzovazquez.es/admin/img_prod/PER3/PER3-720x540.png
29,ESC3,Escaleras,Tienda  ,Escalera de tijera de madera,43,62,116,https://atrezzovazquez.es/admin/img_prod/ESC3/ESC3-720x540.png
30,BIO3,Biombo,Frances  Dormitorio  ,Biombo Luis XV 3 hojas nogal tela flores y rayas,144,5,190,https://atrezzovazquez.es/admin/img_prod/BIO3/BIO3-720x540.png
31,BIS3,Bis a bis,Salón  ,Bis a bis respaldos recortados patas torneadas,80,43,82,https://atrezzovazquez.es/admin/img_prod/BIS3/BIS3-1-720x540.png
32,BRA3,Brasero,Calefaccion  ,Braseros bola pletina chapa (a juego 2 pequeños),35,35,100,https://atrezzovazquez.es/admin/img_prod/BRA3/BRA3-720x540.png
33,BUT3,Butaca de cine,Cine  Teatro  ,Fila de tres asientos de butacas de cine pana roja,150,60,80,https://atrezzovazquez.es/admin/img_prod/BUT3/BUT3-1-720x540.png
34,CAB3,Caballete,Pintor  ,Caballete de estudio madera claro,70,70,205,https://atrezzovazquez.es/admin/img_prod/CAB3/CAB3-1-720x540.png
35,CAR3,Caja registradora,Tienda  ,Caja registradora eléctrica,41,42,36,https://atrezzovazquez.es/admin/img_prod/CAR3/CAR3-1-720x540.png
36,CF3,Caja fuerte,,Caja fuerte de hierro pintada gris,60,35,100,https://atrezzovazquez.es/admin/img_prod/CF3/CF3-720x540.png
37,CAJ3,Caja,Cajas  Militar  ,Caja de chapa aluminio con tapa,75,42,33,https://atrezzovazquez.es/admin/img_prod/CAJ3/CAJ3-720x520.png
38,CA3,Cama,Cabecero  Dormitorio  ,Cabecero capitoné tapizado terciopelo oro,240,10,115,https://atrezzovazquez.es/admin/img_prod/CA3/CA3-720x540.png
39,REC3,Reclinatorio,Iglesia  Religioso  ,Reclinatorio negro y oro tapizado rojo,70,32,80,https://atrezzovazquez.es/admin/img_prod/REC3/REC3 720x540.png
40,CARR3,Carretilla,Oficios  ,Carretilla de hierro de obra,115,60,50,https://atrezzovazquez.es/admin/img_prod/CARR3/CARR3-1-720x540.png
41,CSE3,Carro de servicio,Cocina  Comedor  Salón  ,Carro de servicio madera tallada caoba.,70,45,65,https://atrezzovazquez.es/admin/img_prod/CSE3/CSE3-1-720x540.png
42,CH3,Chaiselongue,Descatalogado  ,Descatalogado,1,1,1,https://atrezzovazquez.es/admin/img_prod/CH3/LOGOTIPO VAZQUEZ- 720x540.png
43,CO3,Cocinas,Electrodomestico  Cocina  ,Cocina de gas 2 fuegos con horno y cajón,48,39,86,https://atrezzovazquez.es/admin/img_prod/CO3/CO3-720x540.png
44,COM3,Comoda,Dormitorio  Frances  ,Cómoda Luis XV caoba y bronce tapa figurada mármol,120,50,96,https://atrezzovazquez.es/admin/img_prod/COM3/COM3-1-720x540.png
45,CON3,Consola,Frances  Recibidor  ,Consola Luis XV caoba y oro tapa mármol rosa,165,50,82,https://atrezzovazquez.es/admin/img_prod/CON3/CON3-1-720x540.png
46,COS3,Cuadro,Costurero  ,,63,27,60,https://atrezzovazquez.es/admin/img_prod/COS3/COS03.bmp
47,CU3,otros,Retratos  ,Lienzo a medio pintar óleo hombre,100,5,190,https://atrezzovazquez.es/admin/img_prod/CU3/CU3-720x540.png
0,ANU3,Carteles y anuncios,,Cartel  antiguo chapa equipo fútbol,10,5,15,https://atrezzovazquez.es/admin/img_prod/ANU3/ANU3-720x540.png
1,ESP3,Espejo,Dormitorio  Imperio  ,Espejo vestidor imperio columnas,100,50,210,https://atrezzovazquez.es/admin/img_prod/ESP3/ESP3-720x540.png
2,ES3,Estanteria,Rústico  ,Estantería rústica 6 baldas,88,32,218,https://atrezzovazquez.es/admin/img_prod/ES3/ES3-1-720x540.png
3,EST3,Estufa,Calefaccion  ,Estufa chubesqui hierro liso con ruedas,26,26,72,https://atrezzovazquez.es/admin/img_prod/EST3/EST3-720x540.png
4,ESTAT3,Estatua,Indio  ,Estatua ídolo azteca en forespan,100,30,150,https://atrezzovazquez.es/admin/img_prod/ESTAT3/ESTAT3-1-720x540.png
5,GN3,Galan de noche,Dormitorio  ,Galán de noche pintado con ruedas,45,45,123,https://atrezzovazquez.es/admin/img_prod/GN3/GN3-1-720x540.png
6,AGU3,Aguamaniles,Dormitorio  ,Aguamanil loza crema dibujos azules,1,1,1,https://atrezzovazquez.es/admin/img_prod/AGU3/AGU3-720x450.png
7,ADP3,Animales disecados en panoplia,,Panoplia madera con cuernos ciervo,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADP3/ADP3-720x450.png
8,F3,Fichero,Despacho  ,Fichero madera 6 cajones,43,59,151,https://atrezzovazquez.es/admin/img_prod/F3/F3-1-720x540.png
9,MUS3,Instrumentos musicales,Musica  Piano  ,Piano clave figurado pintado,125,65,90,https://atrezzovazquez.es/admin/img_prod/MUS3/MUS3-1-720x540.png
10,ADO3,Adornos,Salón  ,Adorno mesa cobre con asa metal,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADO3/ADO3-720x540.png
11,DPT3,Deporte,Gimnasio  ,Rueda madera para rehabilitación,90,90,90,https://atrezzovazquez.es/admin/img_prod/DPT3/DPT3-1-720x540.png
12,LAM3,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa antigua madera pintada,0,0,0,https://atrezzovazquez.es/admin/img_prod/LAM3/LAM3-720X540.png
13,FUM3,Artículos de fumador,Cajas  ,Cajas para tabaco,1,1,1,https://atrezzovazquez.es/admin/img_prod/FUM3/FUM3-720x540.png
14,ASP3,Aspiradoras,Electrodomestico  ,Aspiradora antigua base mostaza con bolsa en barra,1,1,1,https://atrezzovazquez.es/admin/img_prod/ASP3/ASP3-720x540.png
15,AZP3,Azulejos y platos de pared,Decoración  ,Azulejo pared grande religioso con capilla forja hierro,1,1,1,https://atrezzovazquez.es/admin/img_prod/AZP3/AZP3-720x540.png
16,BAD3,Bandejas,,Bandeja antigua de loza y metal con asa,1,1,1,https://atrezzovazquez.es/admin/img_prod/BAD3/BAD3-720x540.png
17,BYC3,Atrezzo de bar y cafetería,Bar y cafetería  ,Botella de cristal de licor,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC3/BYC3-720x540.png
18,COL3,Atrezzo colegio,Colegio  ,Ábaco de madera antiguo,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL3/COL3-720x540.png
19,DES3,Atrezzo despacho,Despacho  Escribanías y tinteros  ,Escribanía de viaje nogal compartimentos madera,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES3/DES3-720x540.png
20,CST3,Moda y costura,Avíos de costura  ,Bastidor de coser redondo madera,1,1,1,https://atrezzovazquez.es/admin/img_prod/CST3/CST3-720x540.png
21,CTN3,Catenaria,,Catenaria dorada peana redonda,30,30,95,https://atrezzovazquez.es/admin/img_prod/CTN3/CTN3-720x540.png
22,CEM3,Cementerio,,Lápida de cementerio figurada mármol.,58,22,110,https://atrezzovazquez.es/admin/img_prod/CEM3/CEM3-1-720x540.png
23,CHI3,Chimenea,,Avíos forja hierro cobrizados.,1,1,1,https://atrezzovazquez.es/admin/img_prod/CHI3/CHI3-720x540.png
24,CRI3,Cristalería,Bomboneras  ,Bomboneras cristal antiguas.,1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI3/CRI3-720x540.png
